"TN","TP","DO","TURB","COND","VEL","SS","WDP","CHLcal","SECCHI"
3.273,0.058,14.5,3,513,0.03,2.5,1.02,7.60515,115
NA,NA,14.5,3,510,0.17,2.4,3.69,8.02963,110
3.25,0.053,14.7,4,503,0.24,2.5,4.58,9.72755,116
3.289,0.058,14.5,5,511,0.06,2.2,2.26,9.40919,95
NA,NA,14.6,4,511,0,3.1,0.27,9.09083,57
NA,NA,13.9,4,468,0.21,2.6,8.92,7.92351,108
NA,NA,2.7,NA,701,0,NA,0.08,NA,NA
1.482,0.023,5.7,3,537,0,1.3,0.32,4.31543,63
NA,NA,14.2,3,477,0.29,2.5,0.45,6.96843,69
3.217,0.105,13.5,11,476,0,18.2,0.11,13.65399,41
NA,NA,13.5,3,487,0.01,2.7,0.44,6.01335,75
NA,NA,13.5,4,487,0.17,2.8,0.64,5.69499,91
NA,NA,12.6,8,489,0.14,7.5,0.15,6.01335,33
2.817,0.055,12.9,6,489,0,9.8,0.13,7.28679,41
2.364,0.075,2,6,679,0,3.2,0.2,7.49903,49
3.076,0.074,13.8,4,476,0,2.9,0.37,7.60515,65
NA,NA,13.4,4,477,0.04,3,0.51,6.96843,75
NA,NA,13.6,3,516,0.1,2.9,0.55,6.54395,76
NA,NA,13.4,3,480,0.12,2.7,0.64,6.54395,88
NA,NA,13.6,3,480,0,2.5,1.12,7.60515,120
NA,NA,12.9,5,479,0,5,0.63,8.34799,83
3.011,0.065,13.5,3,477,0.17,2.6,0.79,6.86231,100
3.07,0.068,13.5,4,478,0.25,2.5,1.22,7.39291,125
NA,NA,13.6,4,478,0.25,2.7,0.79,7.28679,101
NA,NA,13,6,478,0.04,5.6,0.37,6.11947,64
3.175,0.066,13.4,3,479,0.15,2.7,3.01,6.75619,124
NA,NA,13.5,3,479,NA,2.8,0.58,7.71127,88
NA,NA,13.4,3,479,NA,2.8,2.07,6.54395,113
NA,NA,13.7,3,408,0,1.5,5.54,4.84603,116
NA,NA,14.2,3,429,0.02,2.3,0.67,4.95215,94
3.046,0.054,11.7,3,477,0,2.5,0.23,5.90723,56
NA,NA,14.1,3,468,0,2.2,2.64,7.07455,85
2.872,0.06,13.3,3,423,0.07,2.1,6.24,5.05827,143
NA,NA,15.7,3,498,0.29,2.5,4.64,10.78875,103
NA,NA,14.7,4,503,0,2.8,7.18,7.28679,103
NA,NA,15,3,502,0.1,2.8,4.02,8.24187,88
NA,NA,1.6,4,996,0,2.6,0.73,13.54787,112
5.981,2.661,1.4,11,1947,0,10.5,0.2,43.04923,52
NA,NA,2.3,NA,1785,0,NA,0.02,NA,NA
NA,NA,1.8,52,1764,0,36.6,0.18,168.48307,32
NA,NA,14.5,3,502,0.1,3,2.2,8.24187,89
NA,NA,14.2,3,502,0.1,2.8,2.2,7.28679,108
3.09,0.063,13.3,3,470,0,2.6,6.54,6.86231,86
3.158,0.059,15.2,4,499,0.14,3.1,8.96,9.30307,76
1.128,0.117,0.9,4,1064,0,2.4,0.3,6.11947,62
NA,NA,1.1,2,1082,0,1.7,0.32,4.10319,59
NA,NA,13.7,3,470,0.11,2.7,3.22,5.90723,100
NA,NA,13.7,3,471,0.08,2.9,1.8,6.86231,96
NA,NA,14.4,3,472,0.05,2.7,1.41,6.22559,99
3.028,0.051,13.4,3,471,0.05,2.5,0.79,6.11947,112
NA,NA,13.2,3,472,0.02,2.8,0.4,5.90723,75
NA,NA,13.9,3,372,0.13,2.7,1.4,5.80111,98
3.062,0.068,13.9,3,478,0.09,2.7,1.01,6.75619,97
NA,NA,13.5,4,473,0,3.8,0.09,7.07455,48
NA,NA,14.6,3,482,0.1,2.7,0.23,7.60515,60
NA,NA,14.5,3,287,0.05,2.5,0.28,6.43783,59
3.111,0.056,14.3,3,482,0.1,2.8,0.25,6.22559,64
3.205,0.046,11.3,3,480,0.05,2.4,0.24,4.73991,32
3.66,0.051,13.8,3,520,0,3.2,1.15,4.52767,115
3.041,0.053,14.2,3,483,0.05,2.5,0.36,6.65007,69
NA,NA,14.2,3,347,0,3,0.48,7.39291,83
NA,NA,14.2,3,511,0.18,3.4,2.03,5.90723,94
NA,NA,14.5,3,507,0.15,3.3,0.85,7.07455,117
2.745,0.028,3.5,3,544,0,1.3,0.15,1.76855,51
3.372,0.051,14.4,3,508,0.05,3,0.17,6.75619,50
NA,NA,14.4,4,504,0,3.8,0.19,7.28679,60
3.258,0.055,14.7,3,502,0.17,3.1,5.48,6.86231,107
NA,NA,14.4,3,488,0.1,2.5,1.06,6.65007,119
NA,NA,14.5,3,492,0.21,2.8,4.63,53.87347,132
NA,NA,13.8,3,478,0.04,2.9,0.87,6.33171,120
NA,NA,2.5,NA,1043,0,NA,0.11,NA,NA
3.486,0.158,3,4,604,0,6.1,0.1,123.16983,40
NA,NA,2.7,3,559,0,2.4,0.52,3.14811,86
NA,NA,1.1,5,948,0,6.3,0.59,83.26871,94
1.091,0.083,6.6,4,597,0,4.3,0.29,52.28167,63
NA,NA,10.7,6,566,0,9.7,1.21,158.40167,66
NA,NA,1.1,9,644,0,9.4,0.2,15.35191,54
NA,NA,2.8,3,572,0,3.2,0.99,51.85719,133
NA,NA,14.2,3,486,0.27,2.3,3.96,6.65007,114
NA,NA,1.5,NA,703,0,NA,0.05,NA,NA
2.939,0.062,13.2,3,470,0.07,2.4,0.32,5.90723,66
NA,NA,14.6,3,486,0.28,2.4,2.41,5.58887,115
NA,NA,14.4,4,507,0.24,3.9,5.32,4.52767,100
3.055,0.059,13.6,3,478,0.18,2.4,1.69,5.27051,110
NA,NA,12.1,NA,473,0,NA,0.04,NA,NA
NA,NA,1.1,NA,742,0,NA,0.12,NA,40
NA,NA,13,3,472,0.1,1.8,0.56,5.69499,80
3.039,0.058,10.6,3,479,0,2.4,0.1,6.01335,44
NA,NA,13.7,4,502,0.03,2.4,0.66,5.48275,90
NA,NA,13.4,3,502,0.05,1.9,0.83,5.80111,110
NA,NA,13.6,3,503,0.04,2,0.99,5.27051,120
3.286,0.063,13.6,4,504,0.11,3.3,1.4,6.11947,121
3.543,0.061,13.1,5,510,0.07,3.1,2.45,4.73991,109
NA,NA,10,2,503,0,0.8,0.52,2.82975,92
NA,NA,11.7,3,477,0.06,1.9,1.1,4.52767,119
NA,NA,12.7,3,470,0.08,2.4,1.59,4.31543,109
2.97,0.059,12.9,3,469,0.11,2.4,1.09,4.95215,107
3.013,0.059,14.3,3,491,0.15,2.1,2.85,3.89095,121
1.266,0.045,5.3,4,496,0,5,0.2,3.89095,53
NA,NA,12.9,3,470,0.1,2.4,2.04,4.20931,106
NA,NA,12.8,3,472,0.1,2.4,5.06,4.20931,105
NA,NA,12.3,3,478,0,2,0.45,3.04199,79
3.1,0.059,14,3,493,0.12,2,11.12,4.95215,115
NA,NA,14,3,506,0.13,2.3,6.39,4.73991,130
NA,NA,14.3,3,495,0.11,1.8,4.87,4.95215,117
NA,NA,14,3,496,0.05,1.9,1.18,5.05827,112
NA,NA,13.9,3,507,0.04,2.8,0.62,4.63379,98
NA,NA,13.9,4,507,0.01,2.9,0.37,4.31543,76
NA,NA,14,3,507,0.08,2.9,3.24,4.31543,129
3.162,0.059,14.2,3,499,0.15,2.2,1.11,3.46647,100
NA,NA,14.2,3,498,0.08,2.3,0.47,4.31543,87
NA,NA,10.1,10,261,0.1,11.6,1.4,16.1488,85
NA,NA,9.6,11,274,0.38,16.1,1.27,9.9302,80
NA,NA,1.7,1,343,0,2.4,0.36,2.4468,36
NA,NA,9.8,8,286,0,10.9,0.7,13.4084,70
NA,NA,9.6,11,304,0.6,14.9,1.92,8.9816,83
NA,NA,9.5,11,286,0.5,15.2,1.76,8.7708,80
2.938,0.121,9.6,11,277,0.49,15.1,1.7,13.7246,79
3.12,0.118,10.1,11,293,0.29,16.3,0.9,12.776,85
NA,NA,9.5,13,310,0.34,23.2,0.9,12.1436,72
NA,NA,9.7,14,310,0.27,23.5,0.8,13.0922,80
3.294,0.112,9.9,10,310,0.11,12.9,0.49,12.6706,49
NA,NA,9.6,12,312,NA,18.3,0.79,12.249,79
NA,NA,10.7,4,271,0,4.4,0.6,8.9816,60
NA,NA,11.5,3,282,NA,2.8,0.98,7.8222,NA
NA,NA,11.9,3,278,0,2.4,1.03,5.1872,NA
2.742,0.118,10.2,12,282,0.06,19.7,0.57,25.5294,57
NA,NA,9.9,11,279,0.61,17.7,2.6,15.7272,82
2.837,0.137,9.5,14,275,0.22,29,1.2,19.2054,77
NA,NA,9.5,10,273,0.11,14.7,1.4,12.776,88
NA,NA,10.8,6,278,0,7.2,1.36,16.8866,107
NA,NA,9.3,9,274,0.04,12.3,0.68,13.7246,68
NA,NA,10,10,281,0.52,13.2,5.5,9.8248,88
NA,NA,10.1,9,287,0.93,13.2,7.3,8.9816,92
2.642,0.119,10.1,9,270,0.06,12.2,8.4,17.2028,80
NA,NA,9.6,11,269,0.12,15.2,6.1,15.411,74
NA,NA,9.6,10,269,0.22,14.4,1.14,14.884,81
NA,NA,9.6,10,283,0.76,15.5,4.7,10.2464,86
NA,NA,9.9,8,297,0,8.3,1,11.195,88
NA,NA,9.7,11,367,0.82,19.6,4.5,10.5626,88
3.719,0.099,9.4,9,366,0.22,14.2,2.03,13.1976,86
3.781,0.107,9.7,12,338,0.72,16.9,4.9,11.4058,88
NA,NA,9.7,11,314,0.68,15.4,1.77,7.506,86
NA,NA,10,13,388,1.13,24.4,7.8,10.0356,85
NA,NA,9.8,12,334,0.7,17.8,2.39,9.5086,86
NA,NA,9.7,11,333,0.58,16.9,2.24,11.4058,85
4.185,0.109,9.7,12,362,1.02,19.6,5.3,11.722,80
4.529,0.103,9.8,14,403,0.87,24.6,2.08,10.4572,86
NA,NA,9.9,14,378,1.01,22.8,3.9,9.1924,84
NA,NA,9.7,14,387,0.65,23.2,5.1,11.6166,80
1.619,0.122,10.9,15,376,0,16.6,1.65,46.8202,68
1.602,0.116,12.1,9,375,0,10.7,1.45,37.545,78
1.403,0.109,12.7,10,374,0,11.6,0.74,42.3934,74
NA,NA,12.2,12,372,0,14,1.49,51.0362,77
NA,NA,11.9,12,374,0,14,1.26,37.8612,68
2.043,0.126,13.5,18,406,0,27.7,0.75,60.6276,58
3.651,0.102,9.6,10,326,0.79,14.7,6,10.8788,84
NA,NA,9.4,11,373,1.09,17.7,9.1,10.7734,82
NA,NA,9.3,12,391,0.4,19.4,1.47,10.5626,83
NA,NA,9,9,388,0.14,13.1,1.57,9.614,92
NA,NA,10.1,6,369,0,6.7,1.69,20.9972,95
NA,NA,10.1,6,365,0,7.5,3.1,33.0128,83
NA,NA,9.3,12,392,0.48,18.2,6.3,9.4032,82
NA,NA,9.5,11,380,1.04,17.9,8.6,12.6706,83
3.915,0.108,9.7,11,343,0.8,15.3,4.7,9.4032,88
NA,NA,9.4,9,307,0.99,12.8,5.3,8.2438,85
2.931,0.103,9.3,8,271,0.77,10.1,2.75,7.1898,89
1.32,0.132,10.1,7,147,0,7.6,1.9,24.0538,84
NA,NA,8.3,7,110,0,5.4,1.37,10.2464,83
NA,NA,8.7,5,236,0,4.7,1.38,5.5034,111
NA,NA,9.3,6,170,0.03,5.9,1.81,14.884,90
NA,NA,9.2,10,107,0.04,9.7,2.15,8.3492,71
1.25,0.14,10.4,11,147,0,12.1,1.87,52.1956,85
2.697,0.11,9.2,8,252,0.18,10.4,1.2,16.6758,90
NA,NA,9.9,11,399,1.18,16.8,7.6,17.519,90
4.658,0.105,9.7,12,401,0.89,17,6.6,18.9946,90
NA,NA,9.4,9,242,0.25,11.2,3.5,15.6218,91
NA,NA,9.2,8,233,0,8.9,2.35,10.0356,89
NA,NA,9.4,8,245,0.71,11.3,6.4,7.4006,88
4.274,0.086,11.3,9,446,0.51,12.4,5,12.6706,84
3.946,0.081,15.4,8,436,0,16,0.3,17.519,30
4.261,0.082,11.7,9,442,0.25,11,1.2,13.7246,86
NA,NA,11.8,9,453,0.1,11.5,2.24,12.4598,91
NA,NA,11.5,8,447,0.45,11.3,5.3,13.83,94
4.442,0.084,11.4,10,450,0.26,13.3,0.81,13.6192,81
NA,NA,12.7,7,452,0.18,7.9,1.74,12.8814,94
4.441,0.075,11.9,7,459,0.12,8.7,0.56,10.7734,56
4.305,0.08,12.1,7,453,0.12,8.8,0.51,12.9868,51
NA,NA,11.7,8,454,0.13,10.5,0.34,12.9868,34
NA,NA,11.8,8,453,0.11,11.2,0.2,12.9868,20
NA,NA,17.5,5,442,0,5.7,0.74,12.6706,74
NA,NA,11.7,11,453,0.31,18.3,0.65,14.0408,65
NA,NA,12.3,31,452,0.12,97.9,0.17,29.9562,17
NA,NA,12,10,452,0.1,15.6,0.38,16.1488,38
NA,NA,15.9,5,447,0.08,6.4,0.69,14.357,69
4.43,0.093,11.6,11,457,0.07,17.3,0.21,13.9354,21
4.363,0.086,12.2,10,455,0.12,15.3,0.41,13.9354,41
4.386,0.083,11.8,10,455,0.19,16,0.22,16.465,22
NA,NA,11.8,9,455,0.33,14.5,0.55,15.938,55
NA,NA,11.9,8,455,0.1,12.7,0.15,14.1462,15
NA,NA,18.3,6,427,0,12.1,0.18,23.4214,18
NA,NA,11.6,8,461,0.47,12.7,3.2,12.5652,94
NA,NA,12.3,7,461,0.08,9.5,0.36,11.3004,36
1.21,0.074,21.9,15,444,0,18.3,0.22,16.8866,22
NA,NA,11.3,9,431,0,10.9,0.69,30.4832,69
NA,NA,14.9,6,427,0.11,6.8,0.38,18.2568,38
NA,NA,12.1,8,430,0.15,8.9,0.54,17.2028,54
4.068,0.085,12,8,427,0.41,9.4,1.52,15.3056,99
NA,NA,13.5,7,435,0.24,7.8,1.56,15.5164,88
NA,NA,16.6,6,365,0,7.2,1.2,31.8534,98
NA,NA,12.1,7,398,0.17,9.1,1.99,14.357,91
3.859,0.102,12.3,7,414,0.2,8.7,1.84,17.519,99
3.952,0.078,12.3,7,422,0.25,8,1.6,14.9894,99
4.029,0.085,12.9,8,431,0.26,9.2,2.08,17.2028,91
NA,NA,12.4,8,413,0.2,9.8,2.26,16.7812,96
3.721,0.081,12.9,7,402,0.23,9.3,2.38,16.1488,92
3.307,0.08,13.2,6,381,0.11,6.7,0.68,19.3108,68
NA,NA,12.2,7,392,0.33,9.7,0.36,18.573,36
NA,NA,13.3,7,384,0.12,8.6,0.46,20.681,46
3.348,0.08,15.6,6,379,0.04,6.6,1.25,20.154,112
NA,NA,14.4,6,386,0,8.7,0.21,19.5216,21
NA,NA,15.9,8,386,0,12.1,0.25,21.8404,25
3.729,0.086,13.9,7,402,0.1,8.9,0.6,17.0974,60
NA,NA,12.8,8,414,0.43,10.7,1.35,16.465,109
3.788,0.078,12.7,8,416,0.07,9.2,0.21,17.7298,21
3.296,0.114,17.9,10,405,0,10.7,0.22,26.6888,22
3.85,0.091,12.4,8,420,0.32,9.9,0.86,18.1514,86
NA,NA,12.3,7,399,0.19,8.8,1.59,12.9868,85
NA,NA,12.3,9,442,0.1,11.3,1.16,15.5164,81
4.13,0.075,11.9,11,442,0.26,14.5,1.38,15.0948,83
NA,NA,12.1,9,438,0.16,11.4,0.59,15.7272,59
NA,NA,13.4,9,453,0.13,14,1.77,12.0382,84
4.198,0.081,11.8,9,451,0.16,12.9,2.65,18.046,95
NA,NA,11.8,7,454,0.12,8.7,0.66,11.3004,66
NA,NA,11.7,7,454,0.35,9,4.2,10.668,105
NA,NA,12,7,450,0.29,8,5.9,14.5678,98
NA,NA,11.7,10,452,0.42,13.8,5.2,14.357,99
NA,NA,11.8,7,442,0.28,8.6,3.2,16.5704,97
NA,NA,11.5,7,404,0.16,10,7.3,14.5678,100
NA,NA,11.3,8,408,0.33,10.7,7.2,12.776,100
NA,NA,11.5,8,413,0.4,10.8,5.6,14.0408,104
3.868,0.079,11.5,8,406,0.5,10.3,10,12.5652,107
NA,NA,12,8,441,0.28,10.3,2.67,14.4624,91
4.059,0.074,12.1,8,444,0.21,9.4,1.54,17.4136,106
NA,NA,12.4,8,444,0.22,9.8,1.59,17.4136,97
NA,NA,11.7,7,397,0.34,8.1,5,14.9894,100
NA,NA,12,7,420,0.25,9.7,1.39,15.8326,99
NA,NA,12,7,423,0.2,8.2,1.11,13.303,106
NA,NA,12.3,10,432,0.56,15.3,5.2,17.2028,90
3.721,0.079,12.2,7,398,0.34,8.4,1.84,18.6784,100
NA,NA,12.3,7,396,0.25,8.2,1.3,19.4162,99
NA,NA,6.5,3,723,0,2.2,0.25,1.2874,25
1.015,0.17,10.2,4,526,0,4,0.93,12.3544,93
1.058,0.204,7,10,534,0,10.8,0.32,13.7246,32
NA,NA,12.8,4,524,0,3.9,0.3,18.4676,30
NA,NA,9.8,5,543,0,5.3,2.9,15.8326,112
NA,NA,9.9,7,676,0,7.6,0.52,18.4676,52
NA,NA,10.2,10,676,0,15.3,0.48,43.869,48
NA,NA,20,18,834,0,23.3,0.39,108.7954,39
NA,NA,9.1,8,597,0,9.2,0.4,22.8944,40
1.097,0.214,6.8,11,489,0,10.3,0.28,18.046,28
1.416,0.276,2.1,2,425,0,1.9,1.28,NA,128
NA,NA,4.9,3,425,0.03,4.2,1.95,9.6631,144
1.492,0.263,4.8,3,429,0.05,1.6,2.55,NA,160
1.647,0.174,6.1,5,426,0.07,7.9,1.94,7.18246,116
1.604,0.174,6.2,5,426,0.06,8,1.51,1.04614,105
NA,NA,5.2,3,428,0.05,3.1,1.58,NA,158
NA,NA,7,8,439,0.5,13.3,5.6,33.29446,90
1.699,0.16,6.4,8,425,0.11,10.7,1.68,13.44934,95
1.959,0.159,7.5,12,444,0.24,21.1,2.5,40.73638,78
NA,NA,7.5,11,445,0.44,19.3,5,40.73638,82
1.983,0.151,7.4,12,445,0.36,22.3,3.5,40.08358,78
1.703,0.154,7.2,5,436,0.07,6.6,1.58,15.66886,128
NA,NA,8.6,2,428,0,5.2,0.86,2.35174,86
NA,NA,6.7,5,438,0.14,6.8,1.28,21.54406,118
1.704,0.158,7.3,6,432,0.06,8.1,1.78,22.84966,98
NA,NA,6.2,4,430,0.16,5.1,1.69,11.36038,125
NA,NA,5.6,7,429,0,10.6,0.89,6.13798,89
NA,NA,5.8,4,432,0,7.1,0.88,2.61286,88
NA,NA,6.9,7,433,0.12,9.7,2.01,30.16102,91
NA,NA,7.4,5,432,0.14,7.7,1.62,27.2887,101
0.456,0.049,11,1,399,0,0.5,0.62,NA,62
0.809,0.118,4.6,4,446,0,4.4,0.67,0.78502,67
NA,NA,13.7,1,380,0,2,0.52,2.4823,52
NA,NA,5.7,5,458,0,6.6,0.35,5.7463,35
1.811,0.148,8.5,7,450,0.09,10.4,0.65,19.06342,65
NA,NA,6.7,9,434,0.35,11.4,4.8,16.32166,82
NA,NA,6.6,10,436,0.37,15.3,5.7,14.75494,82
NA,NA,6.7,12,437,0.41,15,6.4,15.27718,82
1.896,0.151,6.6,10,451,0,13.5,2,13.44934,83
NA,NA,7.5,7,436,0.2,9.3,9.8,19.32454,84
NA,NA,9.1,3,349,0,2.2,0.87,NA,87
NA,NA,1.2,5,368,0,5.3,0.64,4.70182,64
NA,NA,1.8,6,379,0,10.7,0.45,38.90854,45
NA,NA,7.6,5,433,0,5.3,12.7,10.57702,124
NA,NA,4.6,2,433,0,2.1,0.7,6.66022,70
1.861,0.163,7.6,10,436,0.35,18.3,2.2,18.1495,84
NA,NA,7.9,9,435,0.2,12.9,0.49,21.02182,49
NA,NA,2.1,7,404,0,6.6,0.7,NA,70
1.393,0.759,11.4,5,376,0,7,0.32,30.94438,32
NA,NA,4.8,15,410,0,28.4,0.28,16.1911,28
NA,NA,0.9,26,425,0,29.2,0.28,51.05062,28
NA,NA,4.9,3,442,0,3.1,0.31,0.5239,31
1.7,0.166,10.2,4,423,0,8.1,0.31,4.96294,31
NA,NA,7.6,5,437,0.11,6.3,1,8.48806,100
1.191,0.264,1.9,4,441,0,7.4,0.31,2.61286,31
NA,NA,1.3,5,446,0,12.1,0.39,1.30726,39
NA,NA,7.3,8,436,0.21,11.5,2.7,19.58566,88
NA,NA,7.1,5,437,0.14,7.2,1.2,12.40486,120
NA,NA,1.6,2,448,0,4.1,0.52,4.83238,52
1.981,0.187,6.9,7,437,0.03,10.2,0.85,11.36038,85
NA,NA,8.6,3,433,0,2.2,0.3,NA,30
1.842,0.191,4.4,5,439,0,7.5,0.38,NA,38
NA,NA,7.8,2,435,0,0.5,0.59,NA,59
NA,NA,4.8,2,439,0.04,1.2,0.5,NA,50
NA,NA,4.2,5,442,0,3.2,1.1,NA,110
NA,NA,1.8,5,437,0,3.8,0.4,NA,40
0.839,0.064,11.5,3,534,0.26,2.4,0.34,NA,34
NA,NA,2.5,4,432,0,5.6,0.79,6.66022,79
NA,NA,1.4,NA,450,0,NA,0.22,NA,22
1.844,0.938,0.5,12,446,0,8.4,0.82,119.85574,32
NA,NA,6.6,7,442,0,10.4,0.32,2.74342,32
NA,NA,3.3,2,437,0,3.6,0.38,4.57126,38
NA,NA,1.1,4,455,0,2.7,0.41,5.87686,41
1.666,0.188,5.5,4,438,0,3.2,0.5,NA,50
NA,NA,8.7,5,435,0.3,8.1,3.3,22.98022,96
NA,NA,8.2,7,439,0.23,12.6,6.1,25.85254,90
1.722,0.166,6,3,441,0.01,2.9,1.61,NA,161
NA,NA,9.3,5,437,0.15,7.8,5.5,25.46086,87
2.631,0.865,9.3,6,435,0,7.6,1.89,24.6775,100
NA,NA,9.2,4,436,0,6.2,3.4,17.23558,105
NA,NA,9.2,5,436,0.13,7.3,8.9,24.54694,102
1.802,0.165,10.6,6,442,0.1,8.8,4.9,33.55558,100
2.122,0.162,10.5,7,446,0.11,9.1,4.7,34.4695,89
NA,NA,9.4,4,447,0,8.7,2.71,30.81382,100
NA,NA,10.8,8,449,0.21,12.6,3.1,41.51974,70
2.263,0.161,10.8,10,449,0.13,14.5,3.1,34.60006,75
NA,NA,9.2,5,445,0,7.4,1.02,18.67174,102
NA,NA,12.8,1,385,0,1.5,1.08,NA,108
NA,NA,10,5,434,0,6.1,1.52,13.71046,145
NA,NA,9.7,8,434,0,8.6,1.8,21.80518,93
1.705,0.157,9.4,5,433,0,7.8,1.68,22.7191,100
NA,NA,9.7,5,432,0.03,6.7,1.56,16.71334,110
NA,NA,9.3,3,438,0,3,1.17,4.83238,117
NA,NA,10.5,10,450,0.11,13.6,3.5,42.04198,70
NA,NA,11.4,8,449,0.15,13.2,3,48.70054,77
NA,NA,11.6,9,449,0.08,13.8,2.67,59.9287,75
NA,NA,11.3,9,452,0.11,15.6,4.3,51.05062,78
NA,NA,2.4,2,443,0,2.9,0.25,NA,25
NA,NA,10.6,6,437,0.1,10.6,1.74,35.64454,86
NA,NA,10.5,9,437,0.18,12.7,1.09,43.6087,68
NA,NA,3.9,NA,462,0,NA,0.07,NA,7
NA,NA,2.1,1,446,0,1.1,0.4,NA,40
NA,NA,4.6,2,446,0,3.5,0.43,NA,43
NA,NA,9.4,8,441,0,14.6,0.42,44.65318,42
1.097,0.287,0.7,5,456,0,13.9,0.24,NA,24
1.365,0.391,2,30,645,0,29.5,0.37,15.66886,37
NA,NA,11.8,22,455,0,59.6,0.29,NA,29
1.967,0.141,11.6,5,448,0.03,6.5,0.59,8.3575,59
1.003,0.224,4.6,2,451,0,3.6,0.22,NA,22
NA,NA,11.7,5,443,0,9.3,0.66,24.80806,66
NA,NA,7.3,3,434,0,4.8,0.58,4.4407,58
1.789,0.377,1.3,6,349,0,8.9,0.39,149.75398,39
NA,NA,9.7,8,332,0,11.6,2.2,46.08934,62
NA,NA,17,2,240,0,3.9,0.9,NA,90
1.699,0.166,11.5,9,446,0.05,15.6,3,70.11238,72
NA,NA,11.5,7,442,0.1,13.7,1.52,76.50982,69
NA,NA,0.9,NA,459,0,NA,0.24,NA,24
1.801,0.168,10.4,10,451,0.05,19.4,1.15,61.49542,68
NA,NA,11.6,11,442,0.12,14.9,2.14,62.40934,71
NA,NA,10.3,16,461,0.13,31.1,1.87,65.93446,58
2.024,0.163,10.8,11,457,0.38,19.1,4.1,67.50118,66
NA,NA,13,9,437,0.04,13.8,1.47,77.94598,76
NA,NA,11.9,9,441,0.14,13.4,1.49,66.4567,79
1.463,0.165,12.8,10,437,0.06,14.5,1.58,68.02342,69
1.54,0.27,7,18,382,0,35.1,0.58,24.93862,58
0.895,0.188,6.2,11,385,0,12.5,0.95,16.32166,75
NA,NA,8.9,28,372,0,46.6,0.57,57.9703,40
NA,NA,11.5,7,454,0,16,1.39,33.29446,NA
0.889,0.127,8.1,4,492,0,4.9,3.5,15.92998,132
NA,NA,0.4,5,1511,0,8.6,0.7,47.5255,70
NA,NA,0.5,13,888,0,15.8,0.5,183.43846,50
NA,NA,1.8,12,852,0,31.1,0.43,104.58022,43
NA,NA,0.6,9,581,0,19.4,0.8,165.42118,80
NA,NA,0.6,17,493,0,13.9,0.59,53.79238,59
1.426,0.352,0.4,7,401,0,10,0.58,53.00902,58
NA,NA,0.5,15,465,0,22.1,0.42,22.58854,42
1.156,0.18,9.9,11,422,0.06,13.7,1.78,65.54278,79
1.355,0.2,11.6,12,428,0.01,15.8,2.93,69.98182,63
1.134,0.172,11,9,425,0.06,15.1,1.6,76.64038,84
1.091,0.172,10.9,9,427,0.23,14.8,1.95,87.86854,76
NA,NA,11.2,9,427,0.36,15.5,2.55,86.95462,70
1.557,0.177,11.8,13,448,0,24.2,0.43,94.91878,43
NA,NA,10.1,9,429,NA,15.8,6.9,76.64038,65
NA,NA,10.5,13,451,0.27,17.9,5.9,78.33766,65
NA,NA,12.4,12,447,0.17,18.9,4,98.31334,68
NA,NA,10.8,18,375,0,37.5,0.35,31.07494,35
NA,NA,13.5,10,427,0.05,17.2,0.29,76.9015,29
NA,NA,8.5,11,378,0,15.4,0.8,32.64166,64
0.714,0.134,10.8,7,369,0,10.9,0.66,35.1223,66
NA,NA,8.8,8,386,0,11.8,2.07,29.63878,82
1.336,0.245,10.1,20,380,0,44.1,0.38,48.1783,38
NA,NA,10,11,443,NA,18.7,5.5,87.73798,62
NA,NA,10.3,11,451,0.37,17.2,4.7,82.64614,70
NA,NA,12.9,15,450,0,23.8,1.2,85.77958,52
NA,NA,14.4,12,435,0,20.8,0.6,83.16838,60
1.898,0.602,6,13,926,0,20.1,0.6,118.41958,60
2.765,0.21,8.4,26,372,0.47,44.4,2.48,11.01206,51
NA,NA,8.3,26,370,0.47,46.9,0.96,11.11977,48
NA,NA,8.5,26,368,0.57,45,1.73,10.79664,52
NA,NA,8.2,20,342,0.18,27.9,8.2,10.04267,53
NA,NA,8.3,26,362,0.84,50.6,6.1,11.65832,52
NA,NA,8.2,50,366,0.17,78.7,0.9,23.82955,48
NA,NA,8.2,24,332,0.16,44.2,1.05,11.11977,58
NA,NA,8.4,17,336,0.83,26.3,4.8,12.19687,60
NA,NA,8.1,20,349,0.64,26.9,3.8,12.08916,56
NA,NA,8,21,348,0.7,26.2,1.86,9.2887,60
NA,NA,8.2,23,335,0.74,41.9,2.31,8.2116,54
2.251,0.131,8.1,9,344,0.06,9.9,1.42,10.79664,68
2.279,0.15,8,14,347,0.23,19.7,1.68,9.07328,60
NA,NA,9,5,350,0.07,4.2,1.38,5.51885,NA
NA,NA,8.3,16,359,0.3,24.7,1.8,7.88847,52
NA,NA,8.3,15,357,0.7,24.1,10.7,9.82725,61
2.69,0.161,8.3,16,376,0.43,22.3,4.5,7.56534,60
NA,NA,8.2,15,386,0.23,20.9,1.7,6.91908,55
NA,NA,8.9,10,377,0.07,9.3,1.09,8.10389,70
2.733,0.168,8.3,22,381,0.54,35.6,3.3,10.04267,50
2.821,0.169,8.3,21,387,0.42,34.2,3,7.24221,49
2.694,0.139,8.5,21,386,0.59,33,3.8,13.38168,50
NA,NA,9,9,364,0.13,9.1,1.4,11.01206,90
NA,NA,8.7,11,366,0.08,12.2,1.3,9.18099,78
